"Notes","Census Division","Census Division Code","Year","Year Code","Age of Mother","Age of Mother Code",Births
,"Division 8: Mountain","CENS-D8","2011","2011","Under 15 years","15",300
,"Division 8: Mountain","CENS-D8","2011","2011","15-19 years","15-19",25342
,"Division 8: Mountain","CENS-D8","2011","2011","20-24 years","20-24",74978
,"Division 8: Mountain","CENS-D8","2011","2011","25-29 years","25-29",91831
,"Division 8: Mountain","CENS-D8","2011","2011","30-34 years","30-34",73664
,"Division 8: Mountain","CENS-D8","2011","2011","35-39 years","35-39",32424
,"Division 8: Mountain","CENS-D8","2011","2011","40-44 years","40-44",7203
,"Division 8: Mountain","CENS-D8","2011","2011","45-49 years","45-49",403
,"Division 8: Mountain","CENS-D8","2011","2011","50 years and over","50+",34
,"Division 8: Mountain","CENS-D8","2012","2012","Under 15 years","15",222
,"Division 8: Mountain","CENS-D8","2012","2012","15-19 years","15-19",23987
,"Division 8: Mountain","CENS-D8","2012","2012","20-24 years","20-24",74571
,"Division 8: Mountain","CENS-D8","2012","2012","25-29 years","25-29",92259
,"Division 8: Mountain","CENS-D8","2012","2012","30-34 years","30-34",75460
,"Division 8: Mountain","CENS-D8","2012","2012","35-39 years","35-39",33480
,"Division 8: Mountain","CENS-D8","2012","2012","40-44 years","40-44",7300
,"Division 8: Mountain","CENS-D8","2012","2012","45-49 years","45-49",413
,"Division 8: Mountain","CENS-D8","2012","2012","50 years and over","50+",33
,"Division 8: Mountain","CENS-D8","2013","2013","Under 15 years","15",194
,"Division 8: Mountain","CENS-D8","2013","2013","15-19 years","15-19",21703
,"Division 8: Mountain","CENS-D8","2013","2013","20-24 years","20-24",73209
,"Division 8: Mountain","CENS-D8","2013","2013","25-29 years","25-29",91805
,"Division 8: Mountain","CENS-D8","2013","2013","30-34 years","30-34",76414
,"Division 8: Mountain","CENS-D8","2013","2013","35-39 years","35-39",34359
,"Division 8: Mountain","CENS-D8","2013","2013","40-44 years","40-44",7191
,"Division 8: Mountain","CENS-D8","2013","2013","45-49 years","45-49",438
,"Division 8: Mountain","CENS-D8","2013","2013","50 years and over","50+",39
,"Division 8: Mountain","CENS-D8","2014","2014","Under 15 years","15",166
,"Division 8: Mountain","CENS-D8","2014","2014","15-19 years","15-19",19808
,"Division 8: Mountain","CENS-D8","2014","2014","20-24 years","20-24",72884
,"Division 8: Mountain","CENS-D8","2014","2014","25-29 years","25-29",92574
,"Division 8: Mountain","CENS-D8","2014","2014","30-34 years","30-34",79340
,"Division 8: Mountain","CENS-D8","2014","2014","35-39 years","35-39",36071
,"Division 8: Mountain","CENS-D8","2014","2014","40-44 years","40-44",7435
,"Division 8: Mountain","CENS-D8","2014","2014","45-49 years","45-49",476
,"Division 8: Mountain","CENS-D8","2014","2014","50 years and over","50+",34
,"Division 8: Mountain","CENS-D8","2015","2015","Under 15 years","15",147
,"Division 8: Mountain","CENS-D8","2015","2015","15-19 years","15-19",18458
,"Division 8: Mountain","CENS-D8","2015","2015","20-24 years","20-24",70163
,"Division 8: Mountain","CENS-D8","2015","2015","25-29 years","25-29",93237
,"Division 8: Mountain","CENS-D8","2015","2015","30-34 years","30-34",80216
,"Division 8: Mountain","CENS-D8","2015","2015","35-39 years","35-39",37730
,"Division 8: Mountain","CENS-D8","2015","2015","40-44 years","40-44",7527
,"Division 8: Mountain","CENS-D8","2015","2015","45-49 years","45-49",484
,"Division 8: Mountain","CENS-D8","2015","2015","50 years and over","50+",37
,"Division 8: Mountain","CENS-D8","2016","2016","Under 15 years","15",156
,"Division 8: Mountain","CENS-D8","2016","2016","15-19 years","15-19",16705
,"Division 8: Mountain","CENS-D8","2016","2016","20-24 years","20-24",66849
,"Division 8: Mountain","CENS-D8","2016","2016","25-29 years","25-29",92652
,"Division 8: Mountain","CENS-D8","2016","2016","30-34 years","30-34",81441
,"Division 8: Mountain","CENS-D8","2016","2016","35-39 years","35-39",38616
,"Division 8: Mountain","CENS-D8","2016","2016","40-44 years","40-44",7752
,"Division 8: Mountain","CENS-D8","2016","2016","45-49 years","45-49",494
,"Division 8: Mountain","CENS-D8","2016","2016","50 years and over","50+",34
,"Division 8: Mountain","CENS-D8","2017","2017","Under 15 years","15",127
,"Division 8: Mountain","CENS-D8","2017","2017","15-19 years","15-19",15593
,"Division 8: Mountain","CENS-D8","2017","2017","20-24 years","20-24",63152
,"Division 8: Mountain","CENS-D8","2017","2017","25-29 years","25-29",90482
,"Division 8: Mountain","CENS-D8","2017","2017","30-34 years","30-34",78759
,"Division 8: Mountain","CENS-D8","2017","2017","35-39 years","35-39",38729
,"Division 8: Mountain","CENS-D8","2017","2017","40-44 years","40-44",7809
,"Division 8: Mountain","CENS-D8","2017","2017","45-49 years","45-49",554
,"Division 8: Mountain","CENS-D8","2017","2017","50 years and over","50+",40
,"Division 8: Mountain","CENS-D8","2018","2018","Under 15 years","15",96
,"Division 8: Mountain","CENS-D8","2018","2018","15-19 years","15-19",14165
,"Division 8: Mountain","CENS-D8","2018","2018","20-24 years","20-24",60545
,"Division 8: Mountain","CENS-D8","2018","2018","25-29 years","25-29",88236
,"Division 8: Mountain","CENS-D8","2018","2018","30-34 years","30-34",78061
,"Division 8: Mountain","CENS-D8","2018","2018","35-39 years","35-39",39379
,"Division 8: Mountain","CENS-D8","2018","2018","40-44 years","40-44",7953
,"Division 8: Mountain","CENS-D8","2018","2018","45-49 years","45-49",546
,"Division 8: Mountain","CENS-D8","2018","2018","50 years and over","50+",35
,"Division 8: Mountain","CENS-D8","2019","2019","Under 15 years","15",116
,"Division 8: Mountain","CENS-D8","2019","2019","15-19 years","15-19",13371
,"Division 8: Mountain","CENS-D8","2019","2019","20-24 years","20-24",58211
,"Division 8: Mountain","CENS-D8","2019","2019","25-29 years","25-29",88033
,"Division 8: Mountain","CENS-D8","2019","2019","30-34 years","30-34",78445
,"Division 8: Mountain","CENS-D8","2019","2019","35-39 years","35-39",39834
,"Division 8: Mountain","CENS-D8","2019","2019","40-44 years","40-44",8201
,"Division 8: Mountain","CENS-D8","2019","2019","45-49 years","45-49",537
,"Division 8: Mountain","CENS-D8","2019","2019","50 years and over","50+",61
,"Division 8: Mountain","CENS-D8","2020","2020","Under 15 years","15",84
,"Division 8: Mountain","CENS-D8","2020","2020","15-19 years","15-19",12135
,"Division 8: Mountain","CENS-D8","2020","2020","20-24 years","20-24",55598
,"Division 8: Mountain","CENS-D8","2020","2020","25-29 years","25-29",84341
,"Division 8: Mountain","CENS-D8","2020","2020","30-34 years","30-34",77857
,"Division 8: Mountain","CENS-D8","2020","2020","35-39 years","35-39",39363
,"Division 8: Mountain","CENS-D8","2020","2020","40-44 years","40-44",8258
,"Division 8: Mountain","CENS-D8","2020","2020","45-49 years","45-49",472
,"Division 8: Mountain","CENS-D8","2020","2020","50 years and over","50+",43
,"Division 8: Mountain","CENS-D8","2021","2021","Under 15 years","15",120
,"Division 8: Mountain","CENS-D8","2021","2021","15-19 years","15-19",11124
,"Division 8: Mountain","CENS-D8","2021","2021","20-24 years","20-24",54221
,"Division 8: Mountain","CENS-D8","2021","2021","25-29 years","25-29",85752
,"Division 8: Mountain","CENS-D8","2021","2021","30-34 years","30-34",81034
,"Division 8: Mountain","CENS-D8","2021","2021","35-39 years","35-39",41089
,"Division 8: Mountain","CENS-D8","2021","2021","40-44 years","40-44",8622
,"Division 8: Mountain","CENS-D8","2021","2021","45-49 years","45-49",530
,"Division 8: Mountain","CENS-D8","2021","2021","50 years and over","50+",57
,"Division 8: Mountain","CENS-D8","2022","2022","Under 15 years","15",106
,"Division 8: Mountain","CENS-D8","2022","2022","15-19 years","15-19",10949
,"Division 8: Mountain","CENS-D8","2022","2022","20-24 years","20-24",52924
,"Division 8: Mountain","CENS-D8","2022","2022","25-29 years","25-29",84427
,"Division 8: Mountain","CENS-D8","2022","2022","30-34 years","30-34",81750
,"Division 8: Mountain","CENS-D8","2022","2022","35-39 years","35-39",41407
,"Division 8: Mountain","CENS-D8","2022","2022","40-44 years","40-44",8932
,"Division 8: Mountain","CENS-D8","2022","2022","45-49 years","45-49",570
,"Division 8: Mountain","CENS-D8","2022","2022","50 years and over","50+",55
,"Division 8: Mountain","CENS-D8","2023","2023","Under 15 years","15",98
,"Division 8: Mountain","CENS-D8","2023","2023","15-19 years","15-19",10621
,"Division 8: Mountain","CENS-D8","2023","2023","20-24 years","20-24",50887
,"Division 8: Mountain","CENS-D8","2023","2023","25-29 years","25-29",82624
,"Division 8: Mountain","CENS-D8","2023","2023","30-34 years","30-34",80868
,"Division 8: Mountain","CENS-D8","2023","2023","35-39 years","35-39",41972
,"Division 8: Mountain","CENS-D8","2023","2023","40-44 years","40-44",9117
,"Division 8: Mountain","CENS-D8","2023","2023","45-49 years","45-49",574
,"Division 8: Mountain","CENS-D8","2023","2023","50 years and over","50+",58
,"Division 9: Pacific","CENS-D9","2007","2007","Under 15 years","15",824
,"Division 9: Pacific","CENS-D9","2007","2007","15-19 years","15-19",67917
,"Division 9: Pacific","CENS-D9","2007","2007","20-24 years","20-24",169392
,"Division 9: Pacific","CENS-D9","2007","2007","25-29 years","25-29",198794
,"Division 9: Pacific","CENS-D9","2007","2007","30-34 years","30-34",174196
,"Division 9: Pacific","CENS-D9","2007","2007","35-39 years","35-39",99363
,"Division 9: Pacific","CENS-D9","2007","2007","40-44 years","40-44",22668
,"Division 9: Pacific","CENS-D9","2007","2007","45-49 years","45-49",1649
,"Division 9: Pacific","CENS-D9","2007","2007","50 years and over","50+",153
,"Division 9: Pacific","CENS-D9","2008","2008","Under 15 years","15",765
,"Division 9: Pacific","CENS-D9","2008","2008","15-19 years","15-19",66352
,"Division 9: Pacific","CENS-D9","2008","2008","20-24 years","20-24",163566
,"Division 9: Pacific","CENS-D9","2008","2008","25-29 years","25-29",196460
,"Division 9: Pacific","CENS-D9","2008","2008","30-34 years","30-34",172302
,"Division 9: Pacific","CENS-D9","2008","2008","35-39 years","35-39",97533
,"Division 9: Pacific","CENS-D9","2008","2008","40-44 years","40-44",23197
,"Division 9: Pacific","CENS-D9","2008","2008","45-49 years","45-49",1757
,"Division 9: Pacific","CENS-D9","2008","2008","50 years and over","50+",190
,"Division 9: Pacific","CENS-D9","2009","2009","Under 15 years","15",665
,"Division 9: Pacific","CENS-D9","2009","2009","15-19 years","15-19",61413
,"Division 9: Pacific","CENS-D9","2009","2009","20-24 years","20-24",152920
,"Division 9: Pacific","CENS-D9","2009","2009","25-29 years","25-29",189774
,"Division 9: Pacific","CENS-D9","2009","2009","30-34 years","30-34",169342
,"Division 9: Pacific","CENS-D9","2009","2009","35-39 years","35-39",94747
,"Division 9: Pacific","CENS-D9","2009","2009","40-44 years","40-44",22901
,"Division 9: Pacific","CENS-D9","2009","2009","45-49 years","45-49",1733
,"Division 9: Pacific","CENS-D9","2009","2009","50 years and over","50+",181
,"Division 9: Pacific","CENS-D9","2010","2010","Under 15 years","15",529
,"Division 9: Pacific","CENS-D9","2010","2010","15-19 years","15-19",54950
,"Division 9: Pacific","CENS-D9","2010","2010","20-24 years","20-24",144432
,"Division 9: Pacific","CENS-D9","2010","2010","25-29 years","25-29",184661
,"Division 9: Pacific","CENS-D9","2010","2010","30-34 years","30-34",169964
,"Division 9: Pacific","CENS-D9","2010","2010","35-39 years","35-39",93189
,"Division 9: Pacific","CENS-D9","2010","2010","40-44 years","40-44",23186
,"Division 9: Pacific","CENS-D9","2010","2010","45-49 years","45-49",1672
,"Division 9: Pacific","CENS-D9","2010","2010","50 years and over","50+",153
,"Division 9: Pacific","CENS-D9","2011","2011","Under 15 years","15",513
,"Division 9: Pacific","CENS-D9","2011","2011","15-19 years","15-19",49046
,"Division 9: Pacific","CENS-D9","2011","2011","20-24 years","20-24",139148
,"Division 9: Pacific","CENS-D9","2011","2011","25-29 years","25-29",182174
,"Division 9: Pacific","CENS-D9","2011","2011","30-34 years","30-34",174617
,"Division 9: Pacific","CENS-D9","2011","2011","35-39 years","35-39",93427
,"Division 9: Pacific","CENS-D9","2011","2011","40-44 years","40-44",23865
,"Division 9: Pacific","CENS-D9","2011","2011","45-49 years","45-49",1696
,"Division 9: Pacific","CENS-D9","2011","2011","50 years and over","50+",177
,"Division 9: Pacific","CENS-D9","2012","2012","Under 15 years","15",452
,"Division 9: Pacific","CENS-D9","2012","2012","15-19 years","15-19",44683
,"Division 9: Pacific","CENS-D9","2012","2012","20-24 years","20-24",135994
,"Division 9: Pacific","CENS-D9","2012","2012","25-29 years","25-29",181337
,"Division 9: Pacific","CENS-D9","2012","2012","30-34 years","30-34",181242
,"Division 9: Pacific","CENS-D9","2012","2012","35-39 years","35-39",96533
,"Division 9: Pacific","CENS-D9","2012","2012","40-44 years","40-44",24179
,"Division 9: Pacific","CENS-D9","2012","2012","45-49 years","45-49",1834
,"Division 9: Pacific","CENS-D9","2012","2012","50 years and over","50+",198
,"Division 9: Pacific","CENS-D9","2013","2013","Under 15 years","15",384
,"Division 9: Pacific","CENS-D9","2013","2013","15-19 years","15-19",39169
,"Division 9: Pacific","CENS-D9","2013","2013","20-24 years","20-24",130866
,"Division 9: Pacific","CENS-D9","2013","2013","25-29 years","25-29",177475
,"Division 9: Pacific","CENS-D9","2013","2013","30-34 years","30-34",184337
,"Division 9: Pacific","CENS-D9","2013","2013","35-39 years","35-39",98404
,"Division 9: Pacific","CENS-D9","2013","2013","40-44 years","40-44",24173
,"Division 9: Pacific","CENS-D9","2013","2013","45-49 years","45-49",1836
,"Division 9: Pacific","CENS-D9","2013","2013","50 years and over","50+",226
,"Division 9: Pacific","CENS-D9","2014","2014","Under 15 years","15",296
,"Division 9: Pacific","CENS-D9","2014","2014","15-19 years","15-19",35045
